"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","lwr.ci","upr.ci","dataInput","model","site","groupAge","serotype","year.lamb"
"C1D3.15",0.000138092117130006,0.00829080764779674,0.0140752245985639,0.0164132981209383,0.0220803446356028,0.0874411171938263,0.0162160367148045,0.016610559527072,"C1D3","TV","KH",5,NA,15
"C1D3.16",8.39391303675274e-05,0.00825039451337062,0.0142320680210297,0.0165994318239581,0.0225682584313048,0.0899734507967149,0.0163991675895004,0.0167996960584158,"C1D3","TV","KH",5,NA,16
"C1D3.17",0.000128760954260843,0.00816650844050126,0.0140840710293633,0.0166632395285206,0.0227206265347694,0.0768529426026319,0.0164610845154281,0.0168653945416132,"C1D3","TV","KH",5,NA,17
"C1D3.18",0.000130664279467618,0.0072889094127436,0.0128998612479324,0.0150022516140122,0.020319612813665,0.075251902120051,0.0148199343295543,0.0151845688984702,"C1D3","TV","KH",5,NA,18
"C1D3.19",7.63268862927768e-05,0.00786063064220713,0.0135529005161143,0.0158912399948739,0.0214585598067702,0.0802021049241167,0.0156976556517494,0.0160848243379985,"C1D3","TV","KH",5,NA,19
"C1D3.20",3.39381046362552e-05,0.00733276757164272,0.0128983364741468,0.0151926023254453,0.0204599286939513,0.115244500903254,0.0150023609513879,0.0153828436995027,"C1D3","TV","KH",5,NA,20
"C1D3.21",0.000135695414435366,0.00770971313104205,0.0133075978638098,0.0157385205100319,0.0212074504674555,0.10886708145148,0.0155439352879104,0.0159331057321535,"C1D3","TV","KH",5,NA,21
"C1D3.22",7.60120555931554e-06,0.00808033211318621,0.0139008726351038,0.016120139936339,0.0218201656857645,0.0879909822187726,0.015928744534304,0.0163115353383739,"C1D3","TV","KH",5,NA,22
"C1D3.23",9.73349195880768e-05,0.00705329960508172,0.0124141263370933,0.0145113801347275,0.0196092104443002,0.0746352274608587,0.0143340914461912,0.0146886688232638,"C1D3","TV","KH",5,NA,23
"C1D3.24",0.000147156102485835,0.00680016116684876,0.0117439183741851,0.0139171247968617,0.0187081634695798,0.0887023668311443,0.0137432486401518,0.0140910009535717,"C1D3","TV","KH",5,NA,24
"C1D3.25",8.60624916739772e-05,0.00673937877197098,0.0116521578238229,0.0137844478798183,0.0185687926912572,0.0940475404935407,0.0136130731021491,0.0139558226574874,"C1D3","TV","KH",5,NA,25
"C1D3.26",3.26241876895672e-05,0.00692098043338704,0.0119001517246255,0.0140396882290177,0.0188524734991422,0.0768783737259029,0.0138671479001297,0.0142122285579057,"C1D3","TV","KH",5,NA,26
"C1D3.27",0.00013833499330218,0.00703827667215667,0.0123677099120239,0.014609829546368,0.0197407740765186,0.0795234964193091,0.0144290269071913,0.0147906321855446,"C1D3","TV","KH",5,NA,27
"C1D3.28",8.66812286930418e-05,0.00748541268534553,0.0130395422440566,0.0154475051549704,0.0207546889727409,0.0889193917989879,0.0152550508480116,0.0156399594619293,"C1D3","TV","KH",5,NA,28
"C1D3.29",8.77742979173979e-05,0.00777547792165886,0.0135459260344489,0.0159352463728217,0.0215614598137961,0.0834348777944335,0.0157371965929633,0.0161332961526802,"C1D3","TV","KH",5,NA,29
"C1D3.30",9.88553834591066e-05,0.00828363221502709,0.0143801946793035,0.0169961698335289,0.022944388146115,0.126266744504449,0.0167848942473116,0.0172074454197462,"C1D3","TV","KH",5,NA,30
"C1D3.31",0.000215717265550031,0.00943414977983953,0.0164078678918675,0.0190428578315305,0.0255695948875019,0.10565501774652,0.018810986506276,0.0192747291567849,"C1D3","TV","KH",5,NA,31
"C1D3.32",7.52030819832772e-05,0.011205914823624,0.0194690139084815,0.0228780964236883,0.0307640606402171,0.138516113540445,0.0225950978646668,0.0231610949827098,"C1D3","TV","KH",5,NA,32
"C1D3.33",8.98606811512437e-05,0.0155589044064347,0.0273673973936003,0.0319475831431547,0.0434181015231256,0.185430191455039,0.0315537472775226,0.0323414190087868,"C1D3","TV","KH",5,NA,33
"C1D3.34",0.000509220163607105,0.0207352563992227,0.0356610124578113,0.0421649256812725,0.0575249638591219,0.232400250832759,0.0416461268103606,0.0426837245521845,"C1D3","TV","KH",5,NA,34
"C1D3.35",0.00220219163240898,0.0763086512729806,0.125365943570857,0.14044068082942,0.189749476851998,0.611966800652314,0.138926627483933,0.141954734174906,"C1D3","TV","KH",5,NA,35
"C1F3.1",0.000412126773833732,0.0404912746383974,0.0653334576878786,0.0709024951317787,0.0952634579705017,0.281486605313239,0.0701874736802658,0.0716175165832915,"C1F3","TV","KH",5,NA,1
"C1F3.2",0.0604587738297413,0.173561784317622,0.200601669769983,0.201138846630014,0.227906201810307,0.349552353090573,0.200413207000032,0.201864486259996,"C1F3","TV","KH",5,NA,2
"C1F3.3",0.000269764043036802,0.0118524317967277,0.0196797920274654,0.0219747816078115,0.0297988350158053,0.107869045034316,0.0217374984545688,0.0222120647610542,"C1F3","TV","KH",5,NA,3
