"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","lwr.ci","upr.ci","dataInput","model","site","groupAge","serotype","year.lamb"
"C1D3.18",0.00018466371833914,0.0113246334322199,0.019299065273585,0.0221594753185443,0.0299806215555205,0.108759650069269,0.0219010102221905,0.0224179404148981,"C1D3","TV","HC",5,NA,18
"C1D3.19",0.000171060223898123,0.0119367045687858,0.0201988472602205,0.0230120285601515,0.0309154879621562,0.121083144732167,0.0227480272971938,0.0232760298231091,"C1D3","TV","HC",5,NA,19
"C1D3.20",0.000135102981945745,0.00971458601667818,0.0168940912686685,0.0195269372417789,0.026277028737656,0.0954407532052588,0.0192933605157452,0.0197605139678126,"C1D3","TV","HC",5,NA,20
"C1D3.21",0.000254686381434777,0.0111237583648953,0.0187339065830429,0.0214897428387205,0.0288589108806722,0.111992436623591,0.021241485923195,0.0217379997542461,"C1D3","TV","HC",5,NA,21
"C1D3.22",8.48278191692975e-05,0.0102603115831794,0.0175532236246572,0.0204710972625358,0.0276427702368964,0.114232001299316,0.0202276546117173,0.0207145399133543,"C1D3","TV","HC",5,NA,22
"C1D3.23",4.86238809206396e-05,0.00921193484116625,0.0161042564582268,0.0188395948345867,0.0256717704024519,0.102035379879151,0.0186095977644789,0.0190695919046945,"C1D3","TV","HC",5,NA,23
"C1D3.24",6.45704474403486e-05,0.009038510802271,0.0154469271756458,0.0176982750110707,0.0237659455737337,0.0827185108660128,0.0174905025584543,0.0179060474636872,"C1D3","TV","HC",5,NA,24
"C1D3.25",0.00033305395101757,0.0101746740333568,0.0175005334527618,0.0200944063024993,0.0272374004357298,0.114520611724659,0.01985875443197,0.0203300581730285,"C1D3","TV","HC",5,NA,25
"C1D3.26",2.8578171247573e-05,0.00843610230101874,0.0148097386313222,0.0173168039088494,0.0233813310449516,0.0854826886128667,0.0171064424110442,0.0175271654066546,"C1D3","TV","HC",5,NA,26
"C1D3.27",0.00014325137411364,0.00821932614539644,0.0140441225660043,0.0163664897342243,0.0218620635876642,0.0905425692977406,0.0161683252445249,0.0165646542239236,"C1D3","TV","HC",5,NA,27
"C1D3.28",3.71026564022214e-05,0.010566634095697,0.0185161920363481,0.0214743634534189,0.028955712088977,0.107122286596912,0.0212158070087098,0.021732919898128,"C1D3","TV","HC",5,NA,28
"C1D3.29",0.000212898169106079,0.0122758584057348,0.0211646848696863,0.0243647369915247,0.0329426150097009,0.128022873764338,0.0240765643032699,0.0246529096797794,"C1D3","TV","HC",5,NA,29
"C1D3.30",7.31852059332461e-05,0.0120638066784584,0.0208475283277233,0.0241585563980655,0.0327210932550367,0.116378306472827,0.0238732294090758,0.0244438833870552,"C1D3","TV","HC",5,NA,30
"C1D3.31",5.35824238016014e-05,0.0117657647058825,0.0206282401168927,0.0241631375521859,0.0327395480508636,0.153746767845719,0.0238679527183879,0.0244583223859839,"C1D3","TV","HC",5,NA,31
"C1D3.32",7.98500607582797e-05,0.0109316731807004,0.0191667093369342,0.0226681475272941,0.0308213859389629,0.136981660743,0.0223873023715132,0.022948992683075,"C1D3","TV","HC",5,NA,32
"C1D3.33",0.000308220414361182,0.0183820597043045,0.0314476988825408,0.036296286430573,0.048828644465772,0.200821092969007,0.035864317786615,0.036728255074531,"C1D3","TV","HC",5,NA,33
"C1D3.34",8.94434759638463e-05,0.0289758586110082,0.0509992494462826,0.058981501661954,0.0805984869786843,0.321193729677751,0.0582788072423293,0.0596841960815786,"C1D3","TV","HC",5,NA,34
"C1D3.35",0.00166071750443242,0.0886230130804404,0.141350199420038,0.154452794587375,0.20686828182221,0.619944990973818,0.152890426320434,0.156015162854316,"C1D3","TV","HC",5,NA,35
"C1F3.1",0.000684787363656736,0.0309449058652613,0.045865739903357,0.0482478087985561,0.0623260494862631,0.154603754019993,0.0478350338752998,0.0486605837218123,"C1F3","TV","HC",5,NA,1
"C1F3.2",0.000136281958450168,0.00479578490114921,0.00814264804444437,0.00936295881891778,0.0127054314204705,0.0478364334391242,0.0092537137299769,0.00947220390785866,"C1F3","TV","HC",5,NA,2
"C1F3.3",6.98294930016052e-05,0.00407122858888934,0.00704920486950322,0.00811846273821766,0.0109590559648067,0.042270788885243,0.00802248734633254,0.00821443813010278,"C1F3","TV","HC",5,NA,3
"C1F3.4",2.57050757637156e-05,0.00343314817329829,0.00594935640735778,0.00688814939228935,0.00932164555602372,0.0359027754964331,0.00680596608924397,0.00697033269533474,"C1F3","TV","HC",5,NA,4
